cuid,cuname,cu_acronym,du_number,DU_name,du_acronym,trtc_cu,FULL_CU_IN,spp,gen_length,COSEWIC_status,last_assessed,ca_check_012022
972,West Vancouver Island,,SE030,West Vancouver Is,WVI,SER-010,SER-010,Sockeye-River,5,,NA,y
973,East Vancouver Island and Georgia Strait,,SE025,South Coast-Georgia Strait,SC-GStr,SER-008,SER-08,Sockeye-River,5,,NA,y
973,East Vancouver Island and Georgia Strait,,SE026,East Vancouver Island-Georgia Strait,EVI-GStr,SER-008,SER-08,Sockeye-River,5,,NA,y
973,East Vancouver Island and Georgia Strait,,SE028,East Vancouver Island-Southern Fjords,EVI-SFj,SER-008,SER-08,Sockeye-River,5,,NA,y
974,NW Vancouver Island,,SE031,Northwest Vancouver Is,NWVI,SER-011,SER-011,Sockeye-River,5,,NA,y
976,Vernon,VERNON,SE066,Vernon,VERNON,SEL-12-009,SEL-12-09,Sockeye-Lake,5,,NA,y
977,Northwest Vancouver Island,,CM11,Northwest Vancouver Island,,CM-011,CM-11,Chum,4,,NA,y
978,Southwest & West  Vancouver Island,,CM10,West Vancouver Island ,,CM-010,CM-10,Chum,4,,NA,y
979,Upper Knight,,CM08,Upper Knight Inlet,,CM-009,CM-9,Chum,4,,NA,y
1100,Teslin,TESLIN,CM38,Yukon - Teslin Headwaters,,CM-038,CM-38,Chum,,,NA,y
1101,Lower Liard ,LIARD,CM45,Lower Liard,,CM-039,CM-39,Chum,,,NA,y (Vesta: PSE Region is Mackenzie)
1211,Peel River,PEEL,CM44,Peel River,,CM-040,CM-40,Chum,,,NA,y (Vesta: PSE Region is Mackenzie)
1213,Middle Yukon,MYR,CM39,Mid-Yukon River and Tributaries ,,CM-042,CM-42,Chum,,,NA,y
1214,N Yukon River,NYR,CM42,N Yukon River and Tributaries ,,CM-043,CM-43,Chum,,,NA,y
1215,White,White,CM41,White River and Tributaries ,,CM-044,CM-44,Chum,,,NA,y (Vesta: these may be revised in latest CU update)
1216,Donjek Kluane,Donjek,CM41,White River and Tributaries ,,CM-045,CM-45,Chum,,,NA,y (Vesta: these may be revised in latest CU update)
1217,Porcupine River,Porcu,CM43,Porcupine ,,CM-046,CM-46,Chum,,,NA,y
1218,Stewart,STEW,CM40,Pelly - Stewart ,,CM-048,CM-48,Chum,,,NA,y (Vesta: these may be revised in latest CU update)
1219,Porcupine River,PORC,CO37,Porcupine,Yukon,CO_46,CO-46,Coho,3,,NA,y
other,CK030-Port San Juan ,PSJ,CK24,"West Vancouver Island, Ocean, Fall (South) population",WVI/Ocean/Fall (South),CK-030,CK-30,Chinook,,Threatened,2020,y
other,Glendale,GLENDALE,T03,Glendale,GLENDALE,,SEL-11-12,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,Gudal,GUDAL,T09,Gudal,GUDAL,,SEL-17-12,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,Lois,LOIS,T04,Lois,LOIS,,SEL-11-13,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,Mayer,MAYER,T08,Mayer,MAYER,,SEL-17-11,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,,,CK39,"HecLow, Ocean/Stream, Summer",HecLow,,,Chinook,,,NA,y
other,Owossitsa,OWOSSITS,T5,Owossitsa,OWOSSITS,,SEL-13-21,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,Pack,PACK,T02,Pack,PACK,,SEL-11-11,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,South Bonnila,S_BONNILA,T46,South Bonnila,S_BONNILA,,SEL-19-73,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,Split Mountain/Leverson,SPLIT_MTN/LEVERSON,T49,Split Mountain/Leverson,SPLIT_MTN/LEVERSON,,SEL-23-02,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,Sylvia Creek,SYLVIA,T45,Sylvia,SYLVIA,,SEL-19-72,Sockeye-Lake,,,NA,"Marked as Tentative in 2021 COSEWIC SE DU report; NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
other,,,PO28,Upper Nass,,Pko_18,PKO-18,Pink,,,NA,"Check? No CU index but name matches ""Upper Nass"" odd pink DU "
other,,,PE20,Upper Nass,,Pke_12,PKE-12,Pink,,,NA,"Check? No CU index but name matches ""Upper Nass"" even pink DU "
other,,,PO13,E Vancouver Is - Johnstone Strait - Southern Fjords,,,,Pink,,,NA,No corresponding CU in provisional info from 2022 DU report
,Alsek,Alsek,CO36,Alsek,Alsek,CO_45,CO-45,Coho,3,,NA,y
,Blanchard-BC,BLANCHARD,SE193,Blanchard-BC,BLANCHARD,,SEL-30-01,Sockeye-Lake,,,NA,Transboundary
,Border,BORDER,SE184,Border,BORDER,,SEL-25-01,Sockeye-Lake,,,NA,Transboundary
,Christina,CHRISTINA,SE185,Christina,CHRISTINA,,SEL-26-01,Sockeye-Lake,,,NA,Transboundary
,Chutine,CHUTINE,SE187,Chutine,CHUTINE,,SEL-26-03,Sockeye-Lake,,,NA,Transboundary
,King Salmon,KING SALMON,SE192,King Salmon,KING SALMON,,SEL-28-05,Sockeye-Lake,,,NA,Transboundary
,Klukshu-Yukon,KLUKSHU,SE194,Klukshu-Yukon,KLUKSHU,,SEL-30-02,Sockeye-Lake,,,NA,Transboundary
,Kuthai,KUTHAI,SE189,Kuthai,KUTHAI,,SEL-28-01,Sockeye-Lake,,,NA,Transboundary
,Lower Stikine,LStk,CO32,Lower Stikine,LStk,CO_39,CO-39,Coho,3,,NA,y
,Little Trapper,LTRAPPER,SE190,Little Trapper,LTRAPPER,,SEL-28-02,Sockeye-Lake,,,NA,Transboundary
,Lynn Canal,LYNN,CO35,Chilkat,LYNN,CO_44,CO-44,Coho,3,,NA,y
,Neskatahin-Yukon,NESKATAHIN,SE195,Neskatahin-Yukon,NESKATAHIN,,SEL-30-03,Sockeye-Lake,,,NA,Transboundary
,Tahltan,TAHLTAN,SE186,Tahltan,TAHLTAN,,SEL-26-02,Sockeye-Lake,,,NA,Transboundary
,Taku,Taku,CO34,Taku,Taku,CO_41,CO-41,Coho,3,,NA,y
,Taku,Taku,CO34,Taku,Taku,CO_42,CO-42,Coho,3,,NA,y
,Taku,Taku,CO34,Taku,Taku,CO_43,CO-43,Coho,3,,NA,y
,Tatsamenie,TATSAMENIE,SE191,Tatsamenie,TATSAMENIE,,SEL-28-03,Sockeye-Lake,,,NA,Transboundary
,Unuk River,UNUK,CO31,Unuk,Unuk,CO_38,CO-38,Coho,3,,NA,y
,Whiting,WHITING,SE188,Whiting,WHITING,,SEL-27-01,Sockeye-Lake,,,NA,Transboundary
,Whiting River,Whiting,CO33,Whiting River,Whiting,CO_40,CO-40,Coho,3,,NA,y
,,,CM37,Alsek,,,,Chum,,,NA,No corresponding CU in provisional info from 2022 DU report
,,,PO34,Alsek,,,,Pink,,,NA,No corresponding CU in provisional info from 2022 DU report
,,,PE26,Alsek,,,,Pink,,,NA,No corresponding CU in provisional info from 2022 DU report
,Alsek River ,,SE049,Alsek River ,ALSEK,SER-024,SER-024,Sockeye-River,,,NA,y
,,,CM36,Chilkat,,CM-037,CM-37,Chum,,,NA,y
,,,PO33,Chilkat,,PKO-019,PKO-19,Pink,,,NA,y
,,,PE25,Chilkat,,PKE-013,PKE-13,Pink,,,NA,y
,Chilkat River,,SE048,Chilkat River,CHILKAT,SER-023,SER-023,Sockeye-River,,,NA,y
,,,PO30,Lower Stikine,,PKO-019,PKO-19,Pink,,,NA,y
,,,PE22,Lower Stikine,,PKE-013,PKE-13,Pink,,,NA,y
,,,CM33,Lower Stikine ,,CM-034,CM-34,Chum,,,NA,y
,Northern Transboundary Fjords ,,SE044,Stikine River,LStk,SER-022,SER-022,Sockeye-River,,,NA,y
,,,CM35,Taku,,CM-036,CM-36,Chum,,,NA,y
,,,PO32,Taku,,PKO-019,PKO-19,Pink,,,NA,y
,,,PE24,Taku,,PKE-013,PKE-13,Pink,,,NA,y
,Northern Transboundary Fjords ,,SE045,Taku River,TAKU,SER-022,SER-022,Sockeye-River,,,NA,y
,,,CM32,Unuk,,CM-033,CM-33,Chum,,,NA,y
,,,PO29,Unuk,,PKO-019,PKO-19,Pink,,,NA,y
,,,PE21,Unuk,,PKE-013,PKE-13,Pink,,,NA,y
,Northern Transboundary Fjords ,,SE047,Unuk River ,UNUK,SER-022,SER-022,Sockeye-River,,,NA,y
,,,CM34,Whitiing,,CM-035,CM-35,Chum,,,NA,y
,,,PO31,Whitiing,,PKO-019,PKO-19,Pink,,,NA,y
,,,PE23,Whitiing,,PKE-013,PKE-13,Pink,,,NA,y
,Northern Transboundary Fjords ,,SE046,Whiting River,Whiting,SER-022,SER-022,Sockeye-River,,,NA,y
